ID,item_cnt_month
387,6.528930046
388,5.62156433
389,5.689911661
390,6.323452459
391,5.887515958
392,10.31732385
393,7.954986298
394,6.020559511
395,5.721666753
396,6.436641436
397,18.46063058
398,5.919972184
399,5.874705706
400,5.618982606
401,5.735692723
402,6.660059795
403,6.861812415
404,6.262399309
405,6.451692581
406,6.798303601
407,7.052202322
408,5.69335676
409,5.976034617
410,5.952085726
411,7.428710651
412,7.474159218
413,6.707375279
414,5.650662665
415,6.805088857
416,6.327475889
417,6.123783129
418,5.347283591
419,4.990964618
420,5.920177147
421,5.434038621
422,5.843814883
423,5.833435083
424,5.862681551
425,5.879672149
426,5.989546346
427,4.768958917
428,6.560726915
429,9.089307529
430,7.010516798
431,5.83428997
432,4.575157592
433,4.851827434
434,5.800674793
435,6.509985871
436,4.627148544
437,6.005476892
438,6.1831797
439,4.773597451
440,7.24088627
441,13.53465827
442,5.927917508
443,7.381090147
444,5.864450331
445,7.762575766
446,6.58876977
447,6.364850013
448,5.809660766
449,5.962005496
450,5.740417129
451,6.64009565
452,7.328401442
453,6.418727029
454,7.175983669
455,5.747790218
456,5.848699412
457,4.713850457
458,11.11395911
459,5.537661093
460,12.85065002
461,8.40914032
462,4.615828301
463,6.217948956
464,10.17565287
465,4.856009154
466,5.673787095
467,4.788219218
468,4.559949878
469,8.186549768
470,6.422836941
471,6.134293664
472,5.664980669
473,5.64151349
474,6.111752227
475,5.793610829
476,5.924054245
477,7.512734113
478,5.679075677
479,4.522938714
480,5.889207218
481,6.025097626
482,5.689134751
483,5.72145204
484,7.343788595
485,7.269663838
486,7.358459799
487,6.700611115
488,5.771973482
489,7.531615827
490,5.900953161
491,5.995605271
492,5.84344445
493,5.252227265
494,6.322763774
495,7.254055437
496,5.717969806
497,6.394209511
498,12.43575366
499,6.00629601
500,6.652806375
501,6.248493538
502,6.361479365
503,5.72998742
504,12.53523669
505,6.597616568
506,6.770876226
507,5.794130841
508,6.518876275
509,7.633253037
510,6.677608947
511,6.643986631
512,8.306408911
513,6.022544944
514,5.855591589
515,6.066747347
516,6.201482543
517,5.957936171
518,5.859087283
519,6.184596095
520,6.558121164
521,11.74758126
522,6.013642412
523,8.436397621
524,7.2293296
525,6.005218735
526,5.992832587
527,4.538863544
528,4.42638203
529,4.625228399
530,6.00831591
531,8.650356536
532,4.621196639
533,4.681208016
534,5.712939075
535,4.675463521
536,5.93877781
537,5.626845362
538,15.83753837
539,4.707899204
540,18.13283439
541,6.131524719
542,10.66509641
543,6.168892507
544,5.816325571
545,5.621509525
546,5.677925786
547,5.514607535
548,5.966891644
549,6.849152662
550,6.013819854
551,7.099686572
552,6.976840766
553,5.972968183
554,6.036523203
555,5.92868724
556,4.622241915
557,5.861708624
558,5.744403559
559,6.050146161
560,6.417662007
561,10.48511512
562,4.854140629
563,5.74112466
564,5.7313149
565,5.300719664
566,4.621416639
567,5.637879956
568,8.592447653
569,6.479743347
570,4.959511113
571,5.015194136
572,5.359752794
573,4.493730541
574,5.451439439
575,5.743908967
576,5.712975945
577,5.949985319
578,7.428872763
579,8.260150371
580,5.711670274
581,5.711670274
582,5.638759853
583,5.713162567
584,6.647662948
585,6.268856671
586,7.319046782
587,15.55233071
588,17.70834362
589,13.72270006
590,6.230508028
591,6.232598778
592,10.57231621
593,6.435358012
594,9.137723075
595,5.915508154
596,4.54261391
597,6.368064168
598,6.848610618
599,5.656159116
600,7.223200252
601,7.573244109
602,6.133501261
603,6.086682381
604,6.95646767
605,4.628239488
606,4.65604425
607,4.637184196
608,6.053161339
609,6.742451633
610,7.724267935
611,6.532339507
612,6.147631478
613,6.147631478
614,5.764150524
615,6.420340913
616,6.437438335
617,6.741503482
618,6.028267168
619,6.888177304
620,6.72754074
621,6.803146296
622,8.185227096
623,11.05468264
624,5.164750825
625,7.277236699
626,4.631334243
627,4.683961752
628,4.661137173
629,4.875638692
630,4.698565294
631,5.697017362
632,6.217971124
633,5.877397246
634,7.089498312
635,7.586924515
636,5.007348903
637,5.977653244
638,5.668506876
639,7.348997025
640,7.196435668
641,5.908784052
642,5.870846879
643,5.657878846
644,4.756340964
645,4.931171762
646,5.506429548
647,6.600585165
648,6.691262502
649,5.90127169
650,4.636907157
651,8.028724014
652,5.832704313
653,4.585274105
654,7.028625861
655,5.869431937
656,10.37243105
657,5.954458021
658,5.946558492
659,4.887953224
660,6.964724967
661,5.690775355
662,5.678115622
663,5.900679038
664,6.221622125
665,6.345407005
666,4.509364025
667,4.86275154
668,4.990941089
669,6.109098582
670,5.820268149
671,6.667044312
672,7.420147739
673,6.560509525
674,6.025883169
675,5.968692715
676,10.42039522
677,7.479687319
678,6.671897948
679,7.031685842
680,6.012183913
681,7.430578798
682,12.86600157
683,6.311106636
684,5.442827953
685,4.941397064
686,5.851529346
687,16.7215694
688,5.902986554
689,6.115105401
690,5.700953496
691,5.640594667
692,5.649304808
693,6.125159843
694,5.653208125
695,6.272712573
696,5.966922878
697,5.702416507
698,5.731978707
699,5.959155207
700,6.217156827
701,5.95867514
702,6.299580012
703,6.375717261
704,6.50103742
705,4.928904783
706,4.647280637
707,5.84165532
708,8.319003395
709,7.433735242
710,6.391185012
711,5.937627428
712,4.749147277
713,7.249133216
714,5.807085724
715,5.815604309
716,5.898341021
717,5.797288357
718,5.772307815
719,6.02758257
720,5.691844282
721,5.996215771
722,6.664587912
723,5.622891092
724,5.655015946
725,4.704313898
726,6.604399044
727,6.428418145
728,5.878845119
729,6.30853441
730,4.512737374
731,4.548679572
732,6.13242309
733,4.79601851
734,5.220921894
735,5.675575313
736,4.55235636
737,5.63217631
738,5.572812837
739,4.531285997
740,4.507692919
741,5.6233656
742,4.607492668
743,6.810756801
744,5.841440731
745,6.542283963
746,5.865922911
747,6.32852912
748,4.629914163
749,4.502372753
750,5.758200405
751,4.521380449
752,4.780530991
753,4.653107005
754,11.88151639
755,5.749023615
756,5.604596376
757,5.25460823
758,5.629472955
759,9.550860592
760,9.629042822
761,6.057265225
762,5.768252581
763,5.329670229
764,6.293228825
765,4.793434
766,5.950207168
767,5.792678971
768,9.302799286
769,10.99627049
770,4.549608924
771,4.5141571
772,6.22453754
773,5.755895845
774,5.671648266
775,5.846093433
776,5.846093433
777,6.239283717
778,6.092082415
779,5.749536779
780,5.964204956
781,5.858233731
782,6.009320428
783,5.877302368
784,6.042219299
785,6.650687482
786,6.638157168
787,5.929505149
788,5.914093555
789,5.936878237
790,6.090144375
791,6.029316394
792,6.029316394
793,9.300765378
794,6.090144375
795,5.884505881
796,6.122022338
797,8.938858276
798,6.027473122
799,7.98418725
800,5.697288774
801,5.632621069
802,6.008254207
803,5.879375137
804,5.692257106
805,5.593569241
806,6.696444278
807,5.63173896
808,6.191056113
809,5.627507431
810,7.015171419
811,6.657815503
812,6.167093575
813,5.674933563
814,5.613545154
815,5.653624762
816,10.83326848
817,5.611785816
818,5.882989675
819,5.604543011
820,6.818412565
821,5.657190344
822,6.224120143
823,5.952105187
824,5.691891184
825,5.556352229
826,5.74415816
827,6.007165379
828,5.796980025
829,7.332823675
830,7.112464495
831,7.383850299
832,5.712947258
833,5.91415977
834,6.138886404
835,5.642997706
836,5.755322523
837,7.032049765
838,8.379749802
839,5.633598378
840,5.651107396
841,5.538108919
842,5.689117598
843,6.020032162
844,5.874940163
845,5.705193475
846,5.704934592
847,5.705193475
848,5.864687384
849,5.898022056
850,5.884290208
851,6.163313294
852,6.152772323
853,6.10239218
854,5.870447117
855,6.152772323
856,5.823526508
857,6.666871987
858,6.076566775
859,5.867263618
860,5.694620822
861,5.691174985
862,7.192513932
863,5.781940654
864,5.949764255
865,6.376191171
866,6.992043394
867,5.972688382
868,6.81471893
869,5.932201626
870,5.845741308
871,6.064314794
872,5.966548144
873,6.82712011
874,7.624582762
875,6.019676562
876,6.848825793
877,6.115660122
878,7.196518267
879,5.662525121
880,5.815598361
881,6.053120908
882,7.146679352
883,6.671097291
884,7.949341535
885,7.522600033
886,5.866677585
887,5.663970377
888,18.11493011
889,10.41212763
890,7.473986017
891,6.399296451
892,6.556888157
893,6.832045312
894,5.75938369
895,5.675157994
896,5.682890041
897,5.909596385
898,7.195467968
899,6.16895308
900,6.217463709
901,7.759111979
902,5.785723545
903,5.971316007
904,6.508923638
905,6.056631022
906,8.035618095
907,5.980855593
908,7.876670636
909,5.846413584
910,6.242330243
911,5.737095778
912,8.330200033
913,9.975039653
914,6.403139706
915,6.449139841
916,6.14889256
917,5.614286795
918,6.657034545
919,6.627430104
920,5.916391673
921,13.42392058
922,5.633452446
923,6.766203285
924,7.25321248
925,5.873548046
926,5.7164621
927,5.869363395
928,7.236887724
929,6.674795503
930,5.794402821
931,5.785962335
932,5.99492182
933,5.801338189
934,5.746780632
935,6.035164193
936,6.04094244
937,6.888822655
938,5.864834313
939,5.860581107
940,5.690778598
941,5.984440474
942,5.906583011
943,6.04501666
944,6.417426992
945,5.685772802
946,6.398413906
947,6.855186195
948,5.69002557
949,6.716956293
950,6.236815564
951,6.106296644
952,5.768920167
953,6.485158934
954,7.18884987
955,5.826915121
956,15.11431873
957,5.785885576
958,12.66242007
959,6.215109926
960,5.861077782
961,5.762825905
962,7.204680504
963,5.725307886
964,5.891016752
965,6.072503831
966,7.70590263
967,6.478192144
968,5.684230027
969,5.799201364
970,5.960532205
971,6.543862506
972,5.746456904
973,6.766571528
974,6.513742035
975,5.686737386
976,5.705141809
977,12.33050514
978,8.026636462
979,19.36589369
980,7.476727677
981,5.694768246
982,7.775750319
983,5.734807874
984,5.669196353
985,9.423632475
986,20.18684956
987,9.699560157
988,6.247523967
989,5.724375026
990,5.932455406
991,5.719406904
992,5.777054695
993,6.142908597
994,7.50566795
995,8.171414822
996,6.871388228
997,7.204454309
998,7.324657417
999,5.779440862
1000,6.323790221
1001,6.253034415
1002,6.136822945
1003,5.713616827
1004,5.941920169
1005,7.216149397
1006,5.647690976
1007,6.252384491
1008,5.887352881
1009,7.256699125
1010,5.696091663
1011,6.065379057
1012,10.46499022
1013,18.81970054
1014,5.856253087
1015,6.095708593
1016,5.739007755
1017,5.765161514
1018,5.893404394
1019,7.097809163
1020,5.809123147
1021,7.868415806
1022,6.503138601
1023,7.47744309
1024,8.395430292
1025,5.915243583
1026,5.770259187
1027,10.40799486
1028,5.687875678
1029,5.990017003
1030,5.914351628
1031,7.515363986
1032,14.85558496
1033,6.016204388
1034,7.683392007
1035,6.764247801
1036,6.491691791
1037,9.237920589
1038,6.258047963
1039,8.572326719
1040,5.918398447
1041,5.76213921
1042,6.122085664
1043,7.004746592
1044,7.827611065
1045,5.88041554
1046,6.440386827
1047,5.866636427
1048,6.315928437
1049,5.961964868
1050,6.770720816
1051,6.676263001
1052,6.449874278
1053,5.704571659
1054,5.547097815
1055,8.080480962
1056,5.926441279
1057,7.398448208
1058,5.757264578
1059,7.161762605
1060,5.872690412
1061,5.927194636
1062,7.182779127
1063,5.890583007
1064,5.979892855
1065,5.845753979
1066,6.051210439
1067,7.962721722
1068,5.715170474
1069,5.730399189
1070,6.488262433
1071,5.740215195
1072,8.32692722
1073,5.725720251
1074,5.655134145
1075,5.663877006
1076,6.943213128
1077,6.230821542
1078,6.140604637
1079,7.487446793
1080,8.750470319
1081,6.135813373
1082,5.914032913
1083,6.388126284
1084,5.786001396
1085,6.351859877
1086,5.775993693
1087,6.435116287
1088,6.352658655
1089,8.554467534
1090,11.03881665
1091,6.997955431
1092,7.755828623
1093,16.92863887
1094,5.962328273
1095,6.825117595
1096,6.762228223
1097,6.931019264
1098,6.118366239
1099,6.665970688
1100,7.610417781
1101,5.631535399
1102,5.583217541
1103,6.32025658
1104,7.884260771
1105,6.320670809
1106,5.926394823
1107,6.687273657
1108,5.775978351
1109,4.045595948
1110,6.477088441
1111,5.673363061
1112,6.710581022
1113,5.109686598
1114,5.993937211
1115,6.470225098
1116,4.513384373
1117,5.580819351
1118,5.231441187
1119,4.576167751
1120,5.642445278
1121,5.570929104
1122,4.653636383
1123,6.037163232
1124,7.412495771
1125,5.577192424
1126,5.757945795
1127,5.220026808
1128,5.904541251
1129,4.519887852
1130,5.609379388
1131,4.873459201
1132,6.095679727
1133,5.781001617
1134,5.477823907
1135,4.512870386
1136,6.077362994
1137,10.3164726
1138,5.737415703
1139,5.586157656
1140,12.59077258
1141,5.774329899
1142,8.489663527
1143,5.617825793
1144,4.975551233
1145,4.638307599
1146,11.0224872
1147,4.798054285
1148,6.600254599
1149,4.526359172
1150,5.584175828
1151,6.367832577
1152,5.598852457
1153,5.00799016
1154,4.643844782
1155,5.635323961
1156,5.759626551
1157,8.227988588
1158,7.327748063
1159,6.791433249
1160,5.936392076
1161,6.123946728
1162,5.589647342
1163,5.650809846
1164,5.638390512
1165,6.120342454
1166,5.665149827
1167,5.908162952
1168,5.696523498
1169,5.837425645
1170,5.949326076
1171,4.565489619
1172,4.569176164
1173,11.85710363
1174,5.671045419
1175,5.712435749
1176,5.690228489
1177,4.617317804
1178,4.588957385
1179,4.530606039
1180,6.119422391
1181,6.49985262
1182,6.293394393
1183,5.826426259
1184,5.645222095
1185,5.987841422
1186,4.454013427
1187,4.787785607
1188,4.55008409
1189,5.071228986
1190,5.519795335
1191,5.568069358
1192,4.539507845
1193,5.882379948
1194,6.880327834
1195,6.603631757
1196,5.854506881
1197,4.632591934
1198,5.693980971
1199,5.901752713
1200,6.394818581
1201,5.807778549
1202,6.358504901
1203,6.619724553
1204,6.012531023
1205,8.801756566
1206,6.390698654
1207,5.649201312
1208,5.87876422
1209,9.846250293
1210,6.751886224
1211,7.029076114
1212,6.403779554
1213,7.945056612
1214,5.692566157
1215,5.682109757
1216,5.897703688
1217,6.58071971
1218,8.162669088
1219,6.044611214
1220,5.646083391
1221,5.698665613
1222,5.730156919
1223,5.673114997
1224,5.739201237
1225,5.700189619
1226,5.686307487
1227,6.111846708
1228,7.117629478
1229,6.796982482
1230,5.679242758
1231,6.826701726
1232,7.257948717
1233,4.617896204
1234,6.362290725
1235,6.087741021
1236,5.234358742
1237,4.630035219
1238,5.966922878
1239,5.810839572
1240,4.721222932
1241,7.264784548
1242,4.610147396
1243,5.813747738
1244,5.688200065
1245,5.29384888
1246,5.288194526
1247,5.597607641
1248,4.563883189
1249,4.775033064
1250,4.7982228
1251,6.60357606
1252,7.530171919
1253,4.554928009
1254,4.557388673
1255,13.87806033
1256,11.96728439
1257,5.656119293
1258,5.584868007
1259,5.56938446
1260,5.710541564
1261,4.554630075
1262,4.607761972
1263,8.131278855
1264,7.083977534
1265,10.50753066
1266,5.750435706
1267,8.035685566
1268,5.804671541
1269,6.844285124
1270,8.093683864
1271,6.465201438
1272,5.982918418
1273,5.781217406
1274,5.58321178
1275,5.99100907
1276,6.633869298
1277,5.984970844
1278,6.182315839
1279,5.862072226
1280,6.775057411
1281,5.728734152
1282,5.899734544
1283,10.11591162
1284,5.735834988
1285,6.078327383
1286,4.590826637
1287,6.435389555
1288,5.870011187
1289,4.962086762
1290,4.818951348
1291,5.769598437
1292,6.678183892
1293,5.727512465
1294,6.18746838
1295,5.807331758
1296,4.587426165
1297,4.616478589
1298,6.707636921
1299,4.614375078
1300,4.606102659
1301,8.272211169
1302,5.275449685
1303,4.660609996
1304,5.825090786
1305,6.167406979
1306,4.624861545
1307,10.94284154
1308,5.773713738
1309,5.627594014
1310,4.566071876
1311,4.570080555
1312,7.036614579
1313,5.808823808
1314,5.928398106
1315,5.733557177
1316,5.713600542
1317,5.617319207
1318,5.839609874
1319,5.711095444
1320,5.575444057
1321,5.633334987
1322,5.902753155
1323,5.657574268
1324,5.662569431
1325,7.086497317
1326,5.92310327
1327,5.531964652
1328,6.07810148
1329,6.11011602
1330,5.763797751
1331,5.73973934
1332,6.601621051
1333,8.416727249
1334,9.415949667
1335,5.876942288
1336,5.783683449
1337,6.234930196
1338,5.773736087
1339,5.900885025
1340,5.804630538
1341,5.804630538
1342,7.460227967
1343,6.571089294
1344,5.248379797
1345,5.861308617
1346,5.804630538
1347,6.125682294
1348,5.752736063
1349,6.205641652
1350,5.573932561
1351,5.500033312
1352,5.509909492
1353,5.694087593
1354,8.867120842
1355,6.115819893
1356,6.099061626
1357,6.084751074
1358,5.873253629
1359,5.677583822
1360,6.542198706
1361,6.390145029
1362,6.056496791
1363,5.553268964
1364,5.936744377
1365,6.729161515
1366,5.627868309
1367,5.626943576
1368,6.366255697
1369,5.529414947
1370,5.956255965
1371,5.623621453
1372,5.967576751
1373,5.528455918
1374,5.538998945
1375,5.559073635
1376,7.272926413
1377,5.501254217
1378,8.051888365
1379,6.057080549
1380,5.699042433
1381,5.63874857
1382,6.141193698
1383,7.174577049
1384,5.84137792
1385,5.897030122
1386,5.705095675
1387,5.670751121
1388,7.069909612
1389,5.608352151
1390,6.062119444
1391,7.677477637
1392,5.901789739
1393,5.665580126
1394,5.584939237
1395,5.727435615
1396,5.587993666
1397,7.619978387
1398,5.700463378
1399,5.735877639
1400,5.589674048
1401,6.063672599
1402,6.514054956
1403,9.063706194
1404,5.967681702
1405,7.190596939
1406,4.594553287
1407,6.507605771
1408,5.725506109
1409,5.614660704
1410,5.607483543
1411,6.850582278
1412,5.685522088
1413,6.248812311
1414,5.564413804
1415,6.7481823
1416,7.016579724
1417,7.39393946
1418,5.723721205
1419,6.115875892
1420,6.588722163
1421,7.030106556
1422,5.78322219
1423,5.646961123
1424,5.671329413
1425,5.995692797
1426,6.28852089
1427,5.867227084
1428,6.232759016
1429,5.809044342
1430,5.555688729
1431,5.667984241
1432,5.695256699
1433,5.633475308
1434,6.016963169
1435,5.652348333
1436,5.665212788
1437,5.638734809
1438,5.774084152
1439,5.584079751
1440,5.709199663
1441,5.534061345
1442,5.738377222
1443,5.602684465
1444,6.098881626
1445,7.085365551
1446,6.095195082
1447,5.898793039
1448,5.866989552
1449,5.803247247
1450,5.607437333
1451,7.343454449
1452,5.993238365
1453,5.701969344
1454,5.631804649
1455,5.867185812
1456,5.965867485
1457,5.688468529
1458,6.9877288
1459,6.764195406
1460,5.775879586
1461,5.799067777
1462,6.433222205
1463,5.888398821
1464,6.383655294
1465,7.591438557
1466,5.690368342
1467,16.01657049
1468,20.55140414
1469,5.954575848
1470,5.761273491
1471,5.844111386
1472,5.904186297
1473,5.665909557
1474,5.771152674
1475,7.021774922
1476,5.787110569
1477,6.510353557
1478,6.309387836
1479,5.780016308
1480,5.798489483
1481,6.13322476
1482,6.173643062
1483,5.643259108
1484,5.977613679
1485,5.770648155
1486,5.867252117
1487,5.82486269
1488,6.429719863
1489,6.547601661
1490,6.530906808
1491,5.647420852
1492,6.371232235
1493,5.674445405
1494,5.556048751
1495,5.591107684
1496,5.599826012
1497,8.031784181
1498,17.31483345
1499,5.602493377
1500,6.096924789
1501,5.724225069
1502,5.734147235
1503,5.763546377
1504,5.666954789
1505,5.701121284
1506,5.689367196
1507,7.442808775
1508,7.519663606
1509,6.831395536
1510,5.682797864
1511,5.677761445
1512,5.648956003
1513,5.673458769
1514,5.833436424
1515,5.691173547
1516,5.898129984
1517,5.557506995
1518,5.61881026
1519,5.64025396
1520,5.668229329
1521,6.558003662
1522,5.800148244
1523,5.59921023
1524,5.551148447
1525,6.090914182
1526,5.749022472
1527,5.865907611
1528,6.25389749
1529,6.114143276
1530,5.758542377
1531,5.824107363
1532,6.179956537
1533,5.840752108
1534,5.840502883
1535,5.847272738
1536,6.179956537
1537,6.577918114
1538,5.7066659
1539,7.29348819
1540,6.039463658
1541,6.035777113
1542,6.039215405
1543,5.954769576
1544,5.729645417
1545,5.693290682
1546,6.144730523
1547,7.264440266
1548,11.7796585
1549,6.61521593
1550,5.675692091
1551,6.626803464
1552,10.39167725
1553,5.71168205
1554,5.603321338
1555,5.741491807
1556,5.673023898
1557,5.601174
1558,5.65996048
1559,6.413681997
1560,5.816214811
1561,5.818907182
1562,5.870975774
1563,5.953618501
1564,8.021698702
1565,7.286360236
1566,5.771555324
1567,5.67932369
1568,5.665372242
1569,5.823218365
1570,5.858468959
1571,5.854994105
1572,5.720012273
1573,6.035560098
1574,6.581357297
1575,5.684608087
1576,5.979936603
1577,5.764895094
1578,6.562140499
1579,6.590830625
1580,5.711078483
1581,6.065289121
1582,11.5474166
1583,6.378160976
1584,8.813179457
1585,5.703856333
1586,5.703856333
1587,6.936597604
1588,5.781040054
1589,6.146368622
1590,5.884645459
1591,5.662327654
1592,6.165563082
1593,6.910115024
1594,7.098030636
1595,5.779784506
1596,11.73273519
1597,6.005150875
1598,5.530302304
1599,5.552562583
1600,5.53649194
1601,5.530167178
1602,5.657195736
1603,5.579472273
1604,6.653860734
1605,6.208894028
1606,20.58464781
1607,30.23114106
1608,5.697520432
1609,5.991678666
1610,5.934637958
1611,6.090478476
1612,5.578872912
1613,7.410966966
1614,5.73450956
1615,5.814745021
1616,5.702609506
1617,5.842154545
1618,5.13659179
1619,6.196886979
1620,6.718609961
1621,6.828143596
1622,5.690320693
1623,5.702833318
1624,5.791851686
1625,27.11066781
1626,6.542196779
1627,5.873190225
1628,5.807473366
1629,5.971166283
1630,5.712808257
1631,5.666488142
1632,5.672220062
1633,6.429697949
1634,5.666488142
1635,6.156839912
1636,5.681868182
1637,5.860841413
1638,5.613144438
1639,6.134526847
1640,5.675236352
1641,20.76521443
1642,5.627967585
1643,6.590615105
1644,5.648871016
1645,5.604709904
1646,5.80964844
1647,6.180458127
1648,5.678165568
1649,5.644513265
1650,26.28857654
1651,5.868862545
1652,5.618406377
1653,5.657888411
1654,6.094742591
1655,5.78688015
1656,5.907337766
1657,5.766677618
1658,5.580101469
1659,5.699913247
1660,7.310894709
1661,6.75970194
1662,5.914907382
1663,5.699899483
